FID,SRC_AGENCY,FIRE_ID,YEAR,MONTH,DAY,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE
425,BC,2023-C13305,2023,9,17,10.5,H,Fire,FUL
426,BC,2023-C43205,2023,9,9,0.1,H,Fire,FUL
427,BC,2023-G70110,2023,4,28,2,H,Fire,FUL
428,BC,2023-C10148,2023,4,30,0.6,H,Fire,FUL
429,BC,2023-G70145,2023,4,30,3.9,H,Fire,FUL
430,BC,2023-C20130,2023,4,29,0.1,H,Fire,FUL
431,BC,2023-K20012,2023,4,5,0.5,H,Fire,FUL
432,BC,2023-C40109,2023,4,28,10.5,H,Fire,FUL
433,BC,2022-K42856,2023,2,8,0.65,H,Fire,FUL
434,BC,2023-C40056,2023,4,17,1.03,H,Fire,FUL
435,BC,2023-K52772,2023,8,16,0.009,H,Fire,FUL
436,BC,2023-G70195,2023,5,3,1.96,H,Fire,FUL
437,BC,2023-C40128,2023,4,29,113,H,Fire,FUL
438,BC,2023-V30104,2023,4,27,0.3,H,Fire,FUL
439,BC,2023-G83396,2023,10,6,0.009,H,Fire,FUL
440,BC,2023-G10137,2023,4,29,0.62,H,Fire,FUL
441,BC,2023-C40147,2023,4,30,3.78,H,Fire,FUL
442,BC,2023-G90259,2023,4,4,1.25,H,Fire,FUL
443,BC,2023-G70298,2023,5,13,25.86,H,Fire,FUL
444,BC,2023-G80220,2023,5,1,6422.17,H,Fire,FUL
445,BC,2023-C40022,2023,4,8,0.009,H,Fire,FUL
446,BC,2023-N50136,2023,4,29,0.1,H,Fire,FUL
447,BC,2023-N10165,2023,5,1,0.1,H,Fire,FUL
448,BC,2023-N50311,2023,5,14,0.1,H,Fire,FUL
449,BC,2023-G80913,2023,6,24,12,H,Fire,MON
450,BC,2023-V30013,2023,4,5,0.7,H,Fire,FUL
451,BC,2023-G70116,2023,4,28,9.76,H,Fire,FUL
452,BC,2023-C50094,2023,4,6,4.79,H,Fire,FUL
453,BC,2022-K62866,2023,3,17,1.27,H,Fire,FUL
454,BC,2023-C50678,2023,6,5,0.1,H,Fire,FUL
455,BC,2023-K51745,2023,7,15,0.009,H,Fire,FUL
456,BC,2022-K62869,2023,3,18,0.1,H,Fire,FUL
457,BC,2022-K22889,2023,3,27,0.41,H,Fire,FUL
458,BC,2023-G80285,2023,5,13,0.2,H,Fire,FUL
459,BC,2023-N52433,2023,8,3,0.009,H,Fire,FUL
460,BC,2023-G80190,2023,5,3,89,H,Fire,FUL
461,BC,2023-C40115,2023,4,27,0.1,H,Fire,MOD
462,BC,2023-G80175,2023,5,1,385,H,Fire,FUL
463,BC,2023-R10460,2023,5,20,0.009,H,Fire,MON
464,BC,2023-R30143,2023,4,29,3.54,H,Fire,FUL
465,BC,2023-R30209,2023,5,4,1.3,H,Fire,MOD
466,BC,2022-K22902,2023,3,30,0.98,H,Fire,FUL
467,BC,2022-K22904,2023,3,30,65,H,Fire,FUL
468,BC,2023-R30084,2023,4,24,3.6,H,Fire,FUL
469,BC,2023-K20046,2023,4,15,2,H,Fire,MON
470,BC,2023-G80122,2023,4,28,154,H,Fire,FUL
471,BC,2023-V32357,2023,7,30,0.1,H,Fire,FUL
472,BC,2023-V13426,2023,10,14,0.009,U,Fire,FUL
473,BC,2023-K53475,2023,11,30,0.009,H,Fire,MON
474,BC,2023-K40911,2023,6,24,0.009,H,Fire,FUL
475,BC,2023-N61080,2023,7,2,0.009,H,Fire,FUL
476,BC,2023-V72000,2023,7,19,0.009,H,Fire,FUL
477,BC,2023-V63402,2023,10,6,0.009,H,Fire,FUL
478,BC,2022-K62876,2023,3,21,0.4,H,Fire,FUL
479,BC,2022-K62892,2023,3,28,7.17,H,Fire,FUL
480,BC,2023-K60127,2023,4,29,38.65,H,Fire,FUL
481,BC,2023-K60042,2023,4,15,17,H,Fire,FUL
482,BC,2023-K60343,2023,5,16,0.01,H,Fire,FUL
483,BC,2022-K62871,2023,3,19,2.2,H,Fire,FUL
484,BC,2023-C50335,2023,5,15,0.009,H,Fire,FUL
485,BC,2023-K20006,2023,4,4,16.03,H,Fire,FUL
486,BC,2023-C50014,2023,4,6,2,H,Fire,MON
487,BC,2023-K20066,2023,4,20,5.7,H,Fire,FUL
488,BC,2023-K60049,2023,4,16,0.9,H,Fire,FUL
489,BC,2023-V10105,2023,4,27,0.009,H,Fire,FUL
490,BC,2023-V13264,2023,9,15,0.009,H,Fire,FUL
491,BC,2023-G40299,2023,5,13,0.2,H,Fire,FUL
492,BC,2023-G70240,2023,5,6,1.5,H,Fire,FUL
493,BC,2023-K20028,2023,4,14,0.124,H,Fire,FUL
494,BC,2023-V80888,2023,6,24,0.45,H,Fire,FUL
495,BC,2023-C23421,2023,10,14,0.009,H,Fire,FUL
496,BC,2023-V80494,2023,5,21,0.009,H,Fire,FUL
497,BC,2023-G10199,2023,5,4,2,H,Fire,FUL
498,BC,2023-G70124,2023,4,28,120,H,Fire,FUL
499,BC,2023-V81273,2023,7,7,0.009,H,Fire,FUL
500,BC,2023-G80753,2023,6,11,0.009,H,Fire,FUL
501,BC,2023-N11698,2023,7,14,0.1,H,Fire,FUL
502,BC,2023-V70519,2023,5,28,0.02,H,Fire,FUL
503,BC,2023-G32612,2023,8,7,0.009,H,Fire,FUL
504,BC,2023-K52852,2023,8,19,0.3,H,Fire,FUL
505,BC,2023-N11700,2023,7,14,0.009,H,Fire,FUL
506,BC,2023-V61123,2023,7,4,0.009,H,Fire,FUL
507,BC,2023-K43270,2023,9,15,0.009,H,Fire,FUL
508,BC,2023-C30362,2023,5,18,0.009,H,Fire,FUL
509,BC,2023-V62901,2023,8,21,0.11,H,Fire,FUL
510,BC,2023-V32860,2023,8,19,0.1,H,Fire,FUL
511,BC,2023-G70366,2023,5,18,3,H,Fire,FUL
512,BC,2023-K20560,2023,5,30,0.009,H,Fire,FUL
513,BC,2023-G80123,2023,4,27,2,H,Fire,MON
514,BC,2023-C50039,2023,4,15,18.1,H,Fire,FUL
515,BC,2023-C50101,2023,4,27,21.49,H,Fire,MOD
516,BC,2023-G40156,2023,4,30,0.6,H,Fire,FUL
517,BC,2023-K60634,2023,6,5,7.62,H,Fire,FUL
518,BC,2023-R50524,2023,5,28,0.83,H,Fire,FUL
519,BC,2023-G40889,2023,6,24,0.5,H,Fire,FUL
520,BC,2023-G80561,2023,6,1,3.6,H,Fire,FUL
521,BC,2023-V60626,2023,6,4,0.009,H,Fire,FUL
522,BC,2023-N23387,2023,10,1,0.202,H,Fire,FUL
523,BC,2023-G40698,2023,6,9,0.2,H,Fire,FUL
524,BC,2023-G42450,2023,8,3,0.48,H,Fire,FUL
525,BC,2023-G10411,2023,5,19,55,N,Fire,FUL
526,BC,2023-N10492,2023,5,21,0.009,N,Fire,FUL
527,BC,2023-N12549,2023,8,4,0.4,N,Fire,FUL
528,BC,2023-G11863,2023,7,17,0.08,N,Fire,FUL
529,BC,2023-G12229,2023,7,23,0.009,N,Fire,FUL
530,BC,2023-K22757,2023,7,17,1771.9,N,Fire,MOD
531,BC,2023-C11749,2023,7,15,0.009,H,Fire,FUL
532,BC,2023-N41077,2023,7,1,0.009,N,Fire,FUL
533,BC,2023-N62571,2023,8,6,0.009,N,Fire,FUL
534,BC,2023-C10439,2023,5,20,1.2,N,Fire,FUL
535,BC,2023-G93156,2023,9,3,0.009,N,Fire, 
536,BC,2023-N42267,2023,7,24,0.009,N,Fire,FUL
537,BC,2023-N52936,2023,8,23,0.009,N,Fire,FUL
538,BC,2023-V13025,2023,8,29,1.5,N,Fire,FUL
539,BC,2023-C11290,2023,7,7,2784.7,N,Fire,FUL
540,BC,2023-C40874,2023,6,24,0.009,N,Fire,FUL
541,BC,2023-V51696,2023,7,13,238,N,Fire,MON
542,BC,2023-G91494,2023,7,10,6996.4,N,Fire,MON
543,BC,2023-N50518,2023,5,27,0.009,N,Fire,FUL
544,BC,2023-C12119,2023,7,21,0.64,N,Fire,FUL
545,BC,2023-V53043,2023,8,28,2.5,N,Fire,FUL
546,BC,2023-G11161,2023,7,6,0.2,N,Fire,FUL
547,BC,2023-G12094,2023,7,21,0.009,N,Fire,FUL
548,BC,2023-G90776,2023,6,9,804.46,N,Fire,MON
549,BC,2023-G90845,2023,6,21,0,N,Fire,FUL
550,BC,2023-N42486,2023,8,4,0.05,N,Fire,FUL
551,BC,2023-R12158,2023,7,22,0.009,N,Fire,FUL
552,BC,2023-C11243,2023,7,7,1297.6,N,Fire,FUL
553,BC,2023-V52831,2023,8,17,181,N,Fire,MON
554,BC,2023-G32193,2023,7,21,0.5,N,Fire,MON
555,BC,2023-V53071,2023,8,29,2,N,Fire,MON
556,BC,2023-G51474,2023,7,8,1503.4,N,Fire,FUL
557,BC,2023-V52804,2023,8,16,302,N,Fire,MON
558,BC,2023-G41470,2023,7,12,0.009,N,Fire,FUL
559,BC,2023-V13203,2023,9,8,20,N,Fire,MON
560,BC,2023-K22670,2023,8,9,0.009,N,Fire,FUL
561,BC,2023-G51755,2023,7,15,122,N,Fire,FUL
562,BC,2023-G91467,2023,7,9,888.01,N,Fire,MON
563,BC,2023-G43321,2023,9,20,0.2,N,Fire,FUL
564,BC,2023-G41848,2023,7,16,2.36,N,Fire,FUL
565,BC,2023-C40385,2023,5,18,0.04,N,Fire,FUL
566,BC,2023-G41158,2023,7,6,21926.5,N,Fire,MOD
567,BC,2023-K21444,2023,7,9,0.009,N,Fire,FUL
568,BC,2023-V33038,2023,8,29,0.009,N,Fire,FUL
569,BC,2023-R31512,2023,7,10,556.13,N,Fire,MOD
570,BC,2023-G12162,2023,7,22,0.46,N,Fire,FUL
571,BC,2023-V60773,2023,6,13,0.009,H,Fire,FUL
572,BC,2023-G52511,2023,8,4,0.009,N,Fire,FUL
573,BC,2023-C11767,2023,7,15,0.5,N,Fire,FUL
574,BC,2023-G52917,2023,8,21,1.8,N,Fire,FUL
575,BC,2023-G92947,2023,8,25,7301.75,N,Fire,MON
576,BC,2023-V83098,2023,8,28,0.009,N,Fire,FUL
577,BC,2023-C32236,2023,7,16,0.009,N,Fire,FUL
578,BC,2023-K21795,2023,7,16,1.46,N,Fire,FUL
579,BC,2023-G51450,2023,7,9,0.009,N,Fire,FUL
580,BC,2023-V31635,2023,7,12,0.02,N,Fire,FUL
581,BC,2023-G41560,2023,7,11,1144.3,N,Fire,MOD
582,BC,2023-N52626,2023,8,7,28,N,Fire,MOD
583,BC,2023-N12046,2023,7,21,1295,N,Fire,FUL
584,BC,2023-R31227,2023,7,7,5.6,N,Fire,FUL
585,BC,2023-C11499,2023,7,9,7864,N,Fire,FUL
586,BC,2023-G90709,2023,6,4,37793.9,N,Fire,MOD
587,BC,2023-G12128,2023,7,21,4,N,Fire,FUL
588,BC,2023-V53028,2023,8,28,0.009,N,Fire,FUL
589,BC,2023-G81720,2023,7,14,4.2,N,Fire,FUL
590,BC,2023-G41502,2023,7,10,34853.6,N,Fire,FUL
591,BC,2023-G93240,2023,9,13,6.4,N,Fire, 
592,BC,2023-K21383,2023,7,8,0.009,N,Fire,MOD
593,BC,2023-G41493,2023,7,10,4878.8,N,Fire,MOD
594,BC,2023-G10986,2023,6,28,0.3,N,Fire,FUL
595,BC,2023-N62750,2023,8,13,0.8,N,Fire,FUL
596,BC,2023-K21610,2023,7,12,0.87,N,Fire,FUL
597,BC,2023-G12080,2023,7,21,0.009,N,Fire,MON
598,BC,2023-V53077,2023,8,29,0.009,N,Fire,FUL
599,BC,2023-N52661,2023,8,6,0.2,N,Fire,FUL
600,BC,2023-C11326,2023,7,7,3.6,N,Fire,FUL
601,BC,2023-K21838,2023,7,17,0.009,N,Fire,FUL
602,BC,2023-G10836,2023,6,21,0.009,N,Fire,FUL
603,BC,2023-G50851,2023,6,22,0,N,Fire,FUL
604,BC,2023-N52368,2023,7,30,7.7,N,Fire,FUL
605,BC,2023-V51695,2023,7,13,122,N,Fire,MON
606,BC,2023-G12160,2023,7,21,11.5,N,Fire,FUL
607,BC,2023-G12223,2023,7,21,0.009,N,Fire,FUL
608,BC,2023-K42890,2023,8,21,0.009,N,Fire,FUL
609,BC,2023-G70451,2023,5,20,0.009,N,Fire,FUL
610,BC,2023-G51652,2023,7,10,0.2,N,Fire,MON
611,BC,2023-C11471,2023,7,9,0.009,N,Fire,FUL
612,BC,2023-R41632,2023,7,12,0.16,N,Fire,FUL
613,BC,2023-C11437,2023,7,9,4422.1,N,Fire,FUL
614,BC,2023-G41949,2023,7,14,1,N,Fire,FUL
615,BC,2023-G41606,2023,7,12,5,N,Fire,FUL
616,BC,2023-C10382,2023,5,18,74,N,Fire,FUL
617,BC,2023-G90288,2023,5,11,290073.32,N,Fire,MOD
618,BC,2023-C10395,2023,5,17,82,N,Fire,FUL
619,BC,2023-V13053,2023,8,28,0.009,N,Fire,FUL
620,BC,2023-C40384,2023,5,17,536,N,Fire,FUL
621,BC,2023-G92940,2023,8,24,71002.7,N,Fire, 
622,BC,2023-G41527,2023,7,10,0,N,Fire,FUL
623,BC,2023-N12546,2023,8,6,2512,N,Fire,MOD
624,BC,2023-V13129,2023,9,2,0.009,N,Fire,FUL
625,BC,2023-C40478,2023,5,21,0.01,N,Fire,FUL
626,BC,2023-R12932,2023,8,23,0.01,N,Fire,FUL
627,BC,2023-V63047,2023,8,28,0.009,N,Fire,FUL
628,BC,2023-K22663,2023,8,9,0.009,N,Fire,FUL
629,BC,2023-V82550,2023,8,6,0.01,N,Fire,FUL
630,BC,2023-V33030,2023,8,29,0.009,N,Fire,FUL
631,BC,2023-K20721,2023,6,10,0.009,N,Fire,FUL
632,BC,2023-G30551,2023,5,31,0.04,N,Fire,FUL
633,BC,2023-N52610,2023,8,6,0.009,N,Fire,FUL
634,BC,2023-G12179,2023,7,21,0.009,N,Fire,FUL
635,BC,2023-G12176,2023,7,21,0.009,N,Fire,FUL
636,BC,2023-G32645,2023,8,7,0.009,N,Fire,FUL
637,BC,2023-G80590,2023,6,3,0,N,Fire,MON
638,BC,2023-C40393,2023,5,18,0.009,N,Fire,FUL
639,BC,2023-N72609,2023,8,6,0.3,N,Fire,FUL
640,BC,2023-N52741,2023,8,13,0.009,N,Fire,FUL
641,BC,2023-N50764,2023,6,13,0.07,N,Fire,FUL
642,BC,2023-N52509,2023,8,5,0.2,N,Fire,FUL
643,BC,2023-G11447,2023,7,8,2,N,Fire,FUL
644,BC,2023-C51703,2023,7,14,0.009,N,Fire,FUL
645,BC,2023-C11315,2023,7,8,0.009,N,Fire,FUL
646,BC,2023-C21792,2023,7,16,0.13,N,Fire,FUL
647,BC,2023-G11181,2023,7,6,1.8,N,Fire,FUL
648,BC,2023-G12181,2023,7,21,0.009,N,Fire,FUL
649,BC,2023-VA1335,2023,7,8,2337.6,N,Fire,MOD
650,BC,2023-K40194,2023,5,3,0.009,N,Fire,FUL
651,BC,2023-G73406,2023,9,13,1246,N,Fire,FUL
652,BC,2023-C51249,2023,7,7,0.4,N,Fire,FUL
653,BC,2023-N51601,2023,7,12,0.1,N,Fire,FUL
654,BC,2023-N52569,2023,8,6,0.87,N,Fire,FUL
655,BC,2023-G12894,2023,8,20,0.2,N,Fire,FUL
656,BC,2023-G41828,2023,7,16,0.009,N,Fire,FUL
657,BC,2023-C32554,2023,8,6,0.12,N,Fire,FUL
658,BC,2023-G80867,2023,6,23,70,N,Fire,FUL
659,BC,2023-G11783,2023,6,16,0.009,N,Fire,MON
660,BC,2023-V83012,2023,8,28,0.009,N,Fire,FUL
661,BC,2023-G41509,2023,7,10,104.4,N,Fire,MON
662,BC,2023-G32038,2023,7,21,0.009,N,Fire,FUL
663,BC,2023-K62586,2023,8,6,0.009,N,Fire,FUL
664,BC,2023-G12719,2023,8,11,0.009,N,Fire,FUL
665,BC,2023-G12785,2023,8,15,0.009,N,Fire,FUL
666,BC,2023-C51571,2023,7,11,3350,N,Fire,FUL
667,BC,2023-G41569,2023,7,11,801.1,N,Fire,FUL
668,BC,2023-N60692,2023,6,8,0.015,N,Fire,FUL
669,BC,2023-G51586,2023,7,10,0,N,Fire,MOD
670,BC,2023-C41129,2023,6,29,1.2,N,Fire,FUL
671,BC,2023-G91355,2023,6,28,350,N,Fire,MON
672,BC,2023-G50872,2023,6,24,17333.8,N,Fire,FUL
673,BC,2023-G92729,2023,8,13,125,N,Fire, 
674,BC,2023-K21994,2023,7,20,0.18,N,Fire,FUL
675,BC,2023-G90273,2023,5,11,42838.5,N,Fire,MON
676,BC,2023-K62921,2023,8,22,0.3,N,Fire,FUL
677,BC,2023-N60891,2023,6,24,0.02,N,Fire,FUL
678,BC,2023-G93102,2023,9,1,6,N,Fire,MON
679,BC,2023-K42929,2023,8,21,0.5,N,Fire,FUL
680,BC,2023-R31460,2023,7,8,0.009,N,Fire,MON
681,BC,2023-G61547,2023,7,11,0.04,N,Fire,FUL
682,BC,2023-K62595,2023,8,6,0.009,N,Fire,FUL
683,BC,2023-G80848,2023,6,23,0.009,N,Fire,FUL
684,BC,2023-G41466,2023,7,9,262,N,Fire,MON
685,BC,2023-G80881,2023,6,23,0.2,N,Fire,FUL
686,BC,2023-C11892,2023,7,17,341.9,N,Fire,FUL
687,BC,2023-G30728,2023,6,10,0.009,N,Fire,FUL
688,BC,2023-C12108,2023,7,22,0.5,N,Fire,FUL
689,BC,2023-R41397,2023,7,7,0.1,N,Fire,FUL
690,BC,2023-N72359,2023,7,30,0.02,N,Fire,FUL
691,BC,2023-G41959,2023,7,20,0.2,N,Fire,FUL
692,BC,2023-G11496,2023,7,9,0.05,N,Fire,FUL
693,BC,2023-G90713,2023,6,4,112.25,N,Fire,FUL
694,BC,2023-V31288,2023,7,8,0.01,N,Fire,FUL
695,BC,2023-G50856,2023,6,23,5712.7,N,Fire,FUL
696,BC,2023-V53223,2023,9,9,0.1,N,Fire,FUL
697,BC,2023-K21399,2023,6,24,0.6,N,Fire,FUL
698,BC,2023-G93103,2023,9,1,11.19,N,Fire,MON
699,BC,2023-V11223,2023,7,7,0.7,N,Fire,FUL
700,BC,2023-V81909,2023,7,18,0.1,N,Fire,FUL
701,BC,2023-G52014,2023,7,21,0.2,N,Fire,FUL
702,BC,2023-G90790,2023,6,9,10,N,Fire,MON
703,BC,2023-C11489,2023,7,9,25,N,Fire,FUL
704,BC,2023-G90643,2023,6,3,0,N,Fire,MOD
705,BC,2023-C40409,2023,5,19,0.1,N,Fire,FUL
706,BC,2023-R12030,2023,7,21,0.009,N,Fire,FUL
707,BC,2023-G30423,2023,5,20,0.5,N,Fire,FUL
708,BC,2023-C11877,2023,7,18,0.009,N,Fire,FUL
709,BC,2023-K20714,2023,6,10,0.009,N,Fire,FUL
710,BC,2023-G11864,2023,7,18,0.009,N,Fire,FUL
711,BC,2023-C42262,2023,7,24,0.009,N,Fire,FUL
712,BC,2023-G50902,2023,6,24,0,N,Fire,FUL
713,BC,2023-C40197,2023,5,3,53,N,Fire,FUL
714,BC,2023-G91741,2023,7,15,0.5,N,Fire,MON
715,BC,2023-N11665,2023,7,13,0.009,N,Fire,FUL
716,BC,2023-G50912,2023,6,25,816.9,N,Fire,FUL
717,BC,2023-G51475,2023,7,9,0,N,Fire,FUL
718,BC,2023-C12124,2023,7,21,0.1,H,Fire,FUL
719,BC,2023-N52680,2023,8,9,0.009,N,Fire,FUL
720,BC,2023-K21979,2023,6,28,0.009,N,Fire,FUL
721,BC,2023-G93120,2023,9,1,700,N,Fire,MON
722,BC,2023-V53097,2023,8,30,162,N,Fire,MON
723,BC,2023-G90292,2023,5,11,21056,N,Fire,MON
724,BC,2023-G41164,2023,7,6,0,N,Fire,MOD
725,BC,2023-G51279,2023,7,8,48396.3,N,Fire,FUL
726,BC,2023-C11914,2023,7,19,1.57,N,Fire,FUL
727,BC,2023-N72502,2023,8,5,0.4,N,Fire,FUL
728,BC,2023-G70645,2023,6,6,25095,N,Fire,FUL
729,BC,2023-V63017,2023,8,28,0.1,N,Fire,FUL
730,BC,2023-G10733,2023,6,9,0.02,N,Fire,FUL
731,BC,2023-G91359,2023,6,22,8,N,Fire,MON
732,BC,2023-G41165,2023,7,6,0,N,Fire,MON
733,BC,2023-G12347,2023,7,30,0.009,N,Fire,FUL
734,BC,2023-C11765,2023,7,15,0.009,H,Fire,FUL
735,BC,2023-G91534,2023,7,10,32257.2,N,Fire,MON
736,BC,2023-R41510,2023,7,10,105,N,Fire,MOD
737,BC,2023-C11405,2023,7,9,1282,N,Fire,FUL
738,BC,2023-G51316,2023,7,8,0.009,N,Fire,FUL
739,BC,2023-G52127,2023,7,22,0.2,N,Fire,FUL
740,BC,2023-C32985,2023,8,22,0.3,N,Fire,FUL
741,BC,2023-C43090,2023,8,30,0.2,N,Fire,FUL
742,BC,2023-N42257,2023,7,24,0.009,N,Fire,FUL
743,BC,2023-G93241,2023,9,13,0.5,N,Fire, 
744,BC,2023-C40938,2023,6,24,0.009,N,Fire,FUL
745,BC,2023-G92143,2023,7,22,0.009,N,Fire,MON
746,BC,2023-R31373,2023,7,8,0.19,N,Fire,FUL
747,BC,2023-N41861,2023,7,17,131.09,N,Fire,MON
748,BC,2023-G41970,2023,7,20,0.009,N,Fire,FUL
749,BC,2023-C11427,2023,7,9,70,N,Fire,FUL
750,BC,2023-G80274,2023,5,11,0,N,Fire,MON
751,BC,2023-C41603,2023,7,11,0.009,N,Fire,FUL
752,BC,2023-R31464,2023,7,9,0.06,N,Fire,FUL
753,BC,2023-G51836,2023,7,17,0.009,N,Fire,FUL
754,BC,2023-V31640,2023,7,10,0.01,N,Fire,FUL
755,BC,2023-N61668,2023,7,12,0.009,N,Fire,FUL
756,BC,2023-G51655,2023,7,10,0.3,N,Fire,MON
757,BC,2023-G91722,2023,7,15,42,N,Fire,MON
758,BC,2023-C40394,2023,5,18,0.5,N,Fire,FUL
759,BC,2023-K21607,2023,7,12,71.5,N,Fire,FUL
760,BC,2023-K42889,2023,8,21,0.009,N,Fire,FUL
761,BC,2023-G52793,2023,8,16,2.2,N,Fire,FUL
762,BC,2023-G51500,2023,7,9,0.3,N,Fire,FUL
763,BC,2023-G12178,2023,7,22,0.08,N,Fire,FUL
764,BC,2023-V11256,2023,7,7,805,N,Fire,MOD
765,BC,2023-K52057,2023,7,21,0.1,N,Fire,FUL
766,BC,2023-R22051,2023,7,21,0.01,N,Fire,FUL
767,BC,2023-G51823,2023,7,17,0.1,N,Fire,FUL
768,BC,2023-G51491,2023,7,9,1.5,N,Fire,FUL
769,BC,2023-R31973,2023,7,20,0.01,N,Fire,FUL
770,BC,2023-G63318,2023,9,6,0.2,N,Fire,FUL
771,BC,2023-V53186,2023,9,6,0.5,N,Fire,MON
772,BC,2023-C12211,2023,7,23,0.009,N,Fire,FUL
773,BC,2023-R12931,2023,8,23,0.009,N,Fire,FUL
774,BC,2023-G51476,2023,7,9,0.1,N,Fire,FUL
775,BC,2023-C11328,2023,7,7,1,N,Fire,FUL
776,BC,2023-C11320,2023,7,7,0.009,N,Fire,FUL
777,BC,2023-G61414,2023,7,9,0.5,N,Fire,FUL
778,BC,2023-R31465,2023,7,9,639,N,Fire,FUL
779,BC,2023-G93145,2023,9,2,0.009,N,Fire,MON
780,BC,2023-G42112,2023,7,22,0.009,N,Fire,FUL
781,BC,2023-K41888,2023,7,19,0.3,N,Fire,FUL
782,BC,2023-G41208,2023,7,7,8.11,N,Fire,FUL
783,BC,2023-R31391,2023,7,8,3030,U,Fire,MOD
784,BC,2023-G12387,2023,8,1,0.009,N,Fire,FUL
785,BC,2023-N22373,2023,7,21,0.009,N,Fire,FUL
786,BC,2023-K21443,2023,7,9,0.01,N,Fire,FUL
787,BC,2023-G41163,2023,7,6,0,N,Fire,MOD
788,BC,2023-N52690,2023,8,10,0.06,N,Fire,FUL
789,BC,2023-G50863,2023,6,22,0.7,N,Fire,FUL
790,BC,2023-V11332,2023,7,8,112.06,N,Fire,MON
791,BC,2023-V31604,2023,7,12,0.009,N,Fire,FUL
792,BC,2023-N72624,2023,8,7,0.015,N,Fire,FUL
793,BC,2023-V31727,2023,7,10,0.2,N,Fire,FUL
794,BC,2023-C11338,2023,7,8,0.47,N,Fire,FUL
795,BC,2023-K22004,2023,7,20,0.009,N,Fire,FUL
796,BC,2023-G13180,2023,9,6,0.009,N,Fire,FUL
797,BC,2023-G11147,2023,7,5,2.4,N,Fire,FUL
798,BC,2023-G42520,2023,8,2,0.009,N,Fire,FUL
799,BC,2023-N50758,2023,6,12,0.01,N,Fire,FUL
800,BC,2023-R12937,2023,8,23,0.009,N,Fire,FUL
801,BC,2023-C40392,2023,5,18,24,N,Fire,FUL
802,BC,2023-R51266,2023,7,7,0.009,U,Fire,MON
803,BC,2023-N12591,2023,8,6,0.04,N,Fire,FUL
804,BC,2023-G41422,2023,7,9,736.6,N,Fire,FUL
805,BC,2023-V31674,2023,7,13,0.01,N,Fire,FUL
806,BC,2023-C41945,2023,7,16,0.54,N,Fire,FUL
807,BC,2023-R51245,2023,7,7,200,N,Fire,MOD
808,BC,2023-N52341,2023,7,30,0.19,N,Fire,FUL
809,BC,2023-G41189,2023,7,6,0,N,Fire,MOD
810,BC,2023-G41220,2023,7,7,0.25,N,Fire,FUL
811,BC,2023-K41928,2023,7,17,0.2,N,Fire,FUL
812,BC,2023-V31647,2023,7,12,1.1,N,Fire,FUL
813,BC,2023-C11557,2023,7,10,0.1,N,Fire,FUL
814,BC,2023-G11006,2023,6,28,0.009,N,Fire,FUL
815,BC,2023-G92594,2023,8,7,316.5,N,Fire, 
816,BC,2023-N41891,2023,7,18,0.009,N,Fire,FUL
817,BC,2023-G90808,2023,6,14,0.1,N,Fire,FUL
818,BC,2023-K22665,2023,8,9,0.009,N,Fire,FUL
819,BC,2023-G41380,2023,7,8,0,N,Fire,MOD
820,BC,2023-K41354,2023,7,8,0.1,N,Fire,FUL
821,BC,2023-R31367,2023,7,8,0.07,N,Fire,FUL
822,BC,2023-N22280,2023,7,24,0.02,N,Fire,FUL
823,BC,2023-G52469,2023,8,3,0.5,N,Fire,FUL
824,BC,2023-G11413,2023,7,6,0.009,N,Fire,MON
825,BC,2023-G90565,2023,6,2,208,N,Fire,MON
826,BC,2023-C11314,2023,7,7,0.09,N,Fire,FUL
827,BC,2023-C42346,2023,7,30,0.1,N,Fire,FUL
828,BC,2023-G90635,2023,6,3,0,N,Fire,MON
829,BC,2023-G11978,2023,7,20,6.3,N,Fire,FUL
830,BC,2023-C40397,2023,5,19,1.999,N,Fire,FUL
831,BC,2023-V30952,2023,6,26,0.009,N,Fire,FUL
832,BC,2023-C12135,2023,7,21,270,N,Fire,FUL
833,BC,2023-V53065,2023,8,28,0.5,N,Fire,FUL
834,BC,2023-V30948,2023,6,26,0.009,N,Fire,FUL
835,BC,2023-N41931,2023,7,17,0.03,N,Fire,FUL
836,BC,2023-V32307,2023,7,28,1.3,N,Fire,MON
837,BC,2023-G41511,2023,7,10,4767.8,N,Fire,FUL
838,BC,2023-K21379,2023,7,7,2407.14,N,Fire,MOD
839,BC,2023-G50871,2023,6,23,0,N,Fire,FUL
840,BC,2023-K41211,2023,7,7,0.009,N,Fire,FUL
841,BC,2023-R31362,2023,7,8,0.01,N,Fire,FUL
842,BC,2023-G41287,2023,7,8,0.1,N,Fire,FUL
843,BC,2023-N50763,2023,6,13,0.009,N,Fire,FUL
844,BC,2023-G70644,2023,6,6,4427,N,Fire,FUL
845,BC,2023-R41659,2023,7,12,278.1,U,Fire,MOD
846,BC,2023-G51542,2023,7,10,32,N,Fire,FUL
847,BC,2023-N62590,2023,8,7,0.78,N,Fire,FUL
848,BC,2023-K21384,2023,7,7,20745,N,Fire,MOD
849,BC,2023-G51411,2023,7,9,451.6,N,Fire,FUL
850,BC,2023-V33116,2023,8,29,0.1,N,Fire,FUL
851,BC,2023-N72503,2023,8,5,0.02,N,Fire,FUL
