FID,SRC_AGENCY,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE
151592,BC,55.5003,-121.7818,2015,9,24,2015-09-24,0.009,N,Fire, 
151593,BC,55.1638999999999,-121.0129,2016,4,10,2016-04-10,4.6,H,Fire, 
151594,BC,55.6124999999999,-121.9392,2019,4,2,2019-04-02,0.2,H,Fire, 
151595,BC,55.6633,-121.7277,2019,4,11,2019-04-11,0.2,U,Fire, 
151596,BC,55.5835999999999,-121.9568,2019,5,27,2019-05-27,0.2,U,Fire, 
151597,BC,55.4806,-121.5309,2019,7,14,2019-07-14,0.136,N,Fire, 
151602,BC,55.0095999999999,-121.7035,2016,6,23,2016-06-23,2.0,N,Fire, 
151603,BC,54.3943,-121.7265,2017,6,2,2017-06-02,21.6,N,Fire, 
151604,BC,54.3303999999999,-121.8531,2017,7,7,2017-07-07,0.09,N,Fire, 
151605,BC,54.2727999999999,-121.7548,2017,7,7,2017-07-07,0.009,N,Fire, 
151606,BC,54.3164999999999,-121.6046,2017,7,17,2017-07-17,43.1,N,Fire, 
151607,BC,55.0653,-122.172,2017,8,8,2017-08-08,0.009,N,Fire, 
151608,BC,55.1758,-122.7005,2017,8,6,2017-08-06,0.009,N,Fire, 
151609,BC,55.1580999999999,-122.6785,2017,8,6,2017-08-06,0.009,N,Fire, 
151610,BC,55.1165,-122.6297,2017,8,6,2017-08-06,0.009,N,Fire, 
151611,BC,55.1242,-122.674,2017,8,6,2017-08-06,0.009,N,Fire, 
151612,BC,54.6935,-121.1686,2017,8,6,2017-08-06,0.12,N,Fire, 
151613,BC,54.5773,-121.2873,2017,8,7,2017-08-07,2.0,N,Fire, 
151614,BC,54.7556999999999,-121.326899999999,2017,8,8,2017-08-08,229.0,N,Fire, 
151615,BC,54.7633999999999,-121.7439,2015,7,15,2015-07-15,0.009,N,Fire, 
151616,BC,54.0844,-121.4901,2015,9,29,2015-09-29,0.009,H,Fire, 
151617,BC,55.4048999999999,-123.1447,2015,8,18,2015-08-18,0.8,H,Fire, 
151618,BC,55.4078,-123.1474,2015,8,18,2015-08-18,0.15,H,Fire, 
151619,BC,54.9399999999999,-122.252799999999,2015,5,21,2015-05-21,6.1,N,Fire, 
151620,BC,54.9444,-122.264,2015,5,26,2015-05-26,0.2,N,Fire, 
151621,BC,54.5418,-121.188599999999,2015,6,16,2015-06-16,0.009,N,Fire, 
151622,BC,54.0912999999999,-120.3234,2015,7,7,2015-07-07,440.0,N,Fire, 
151623,BC,54.9806999999999,-122.266499999999,2019,8,6,2019-08-06,0.009,N,Fire, 
151624,BC,54.0803999999999,-121.0183,2019,10,15,2019-10-15,0.009,N,Fire, 
151625,BC,55.6689999999999,-120.7123,2016,4,18,2016-04-18,475.0,H,Fire, 
151626,BC,55.4232999999999,-120.1574,2016,4,18,2016-04-18,18.0,H,Fire, 
151627,BC,55.6002999999999,-121.5755,2016,4,18,2016-04-18,9.69999999999999,H,Fire, 
151628,BC,55.6131,-121.4046,2016,4,18,2016-04-18,539.0,H,Fire, 
151629,BC,55.627,-120.5835,2016,4,19,2016-04-19,14.0,H,Fire, 
151630,BC,55.459,-120.326899999999,2016,4,30,2016-04-30,74.0,H,Fire, 
151631,BC,55.4110999999999,-120.0976,2016,5,4,2016-05-04,0.5,H,Fire, 
151632,BC,55.2920999999999,-120.304199999999,2016,5,23,2016-05-23,0.009,H,Fire, 
151633,BC,55.587,-121.5882,2015,4,12,2015-04-12,0.009,H,Fire, 
151634,BC,55.198,-120.273799999999,2015,5,17,2015-05-17,15.0,H,Fire, 
151635,BC,55.6133,-121.5692,2015,7,11,2015-07-11,0.009,H,Fire, 
151654,BC,54.1818999999999,-125.0951,2017,8,30,2017-08-30,0.16,N,Fire, 
151655,BC,55.2456999999999,-126.1482,2017,7,9,2017-07-09,0.2,N,Fire, 
151656,BC,55.0816,-125.8424,2017,7,9,2017-07-09,122.2,N,Fire, 
151657,BC,54.9256999999999,-126.5359,2017,8,9,2017-08-09,0.009,H,Fire, 
151658,BC,54.2843,-124.2657,2017,4,24,2017-04-24,0.8,H,Fire, 
151659,BC,54.1569,-124.4214,2017,7,7,2017-07-07,3.4,N,Fire, 
151660,BC,54.1640999999999,-124.5565,2017,7,7,2017-07-07,1590.0,N,Fire, 
151661,BC,54.5775,-124.5605,2017,4,25,2017-04-25,0.8,H,Fire, 
151662,BC,54.6415999999999,-124.9958,2017,7,4,2017-07-04,0.5,H,Fire, 
151663,BC,55.1332999999999,-125.7791,2017,7,7,2017-07-07,0.009,N,Fire, 
151664,BC,55.1355,-125.7917,2017,7,6,2017-07-06,0.1,N,Fire, 
151665,BC,54.304,-124.4378,2017,6,19,2017-06-19,0.1,N,Fire, 
151666,BC,55.2205999999999,-126.0356,2017,7,8,2017-07-08,4.0,N,Fire, 
151667,BC,55.1749999999999,-124.9345,2017,7,8,2017-07-08,6.5,H,Fire, 
151668,BC,55.1987,-124.8431,2017,7,29,2017-07-29,0.12,N,Fire, 
151669,BC,55.1873999999999,-124.867,2017,7,29,2017-07-29,0.05,N,Fire, 
151670,BC,55.1118,-124.7133,2017,8,29,2017-08-29,0.2,N,Fire, 
151671,BC,55.0482999999999,-124.802,2017,8,29,2017-08-29,0.06,N,Fire, 
151672,BC,55.1991999999999,-125.3077,2017,10,7,2017-10-07,4.0,H,Fire, 
151673,BC,55.3235,-123.9398,2017,7,17,2017-07-17,0.4,N,Fire, 
151674,BC,55.0837999999999,-123.655199999999,2017,9,9,2017-09-09,0.009,H,Fire, 
151675,BC,54.1047999999999,-124.63,2015,6,23,2015-06-23,0.2,N,Fire, 
151676,BC,54.7014,-124.7976,2015,5,12,2015-05-12,6.1,H,Fire, 
151677,BC,54.764,-124.8485,2015,5,24,2015-05-24,6.7,N,Fire, 
151678,BC,55.1736999999999,-124.3008,2015,5,27,2015-05-27,0.009,N,Fire, 
151679,BC,55.0782999999999,-125.113699999999,2015,7,20,2015-07-20,0.15,N,Fire, 
151680,BC,55.1047999999999,-125.1558,2015,7,20,2015-07-20,0.009,N,Fire, 
151681,BC,54.7858,-124.5796,2015,8,15,2015-08-15,0.6,H,Fire, 
151682,BC,54.6407999999999,-124.679199999999,2016,3,30,2016-03-30,1.2,H,Fire, 
151683,BC,55.1009999999999,-123.9517,2015,5,11,2015-05-11,0.5,H,Fire, 
151684,BC,55.1283,-123.8802,2015,5,16,2015-05-16,3.6,H,Fire, 
151685,BC,55.2130999999999,-123.5628,2015,5,25,2015-05-25,1.3,N,Fire, 
151686,BC,55.0833999999999,-123.7943,2015,5,27,2015-05-27,1.3,N,Fire, 
151687,BC,54.3038,-124.864099999999,2016,7,18,2016-07-18,3.0,N,Fire, 
151688,BC,54.5752,-124.4787,2016,4,20,2016-04-20,0.75,H,Fire, 
151689,BC,55.2366999999999,-124.2872,2016,8,7,2016-08-07,0.2,N,Fire, 
151690,BC,54.6298,-124.6807,2016,8,25,2016-08-25,0.009,H,Fire, 
151691,BC,54.2306999999999,-125.1423,2016,7,9,2016-07-09,0.009,N,Fire, 
151692,BC,54.8599,-126.132,2016,5,29,2016-05-29,0.1,H,Fire, 
151693,BC,55.2914,-126.4582,2016,6,28,2016-06-28,0.009,N,Fire, 
151694,BC,55.0031,-126.0205,2016,6,28,2016-06-28,0.009,N,Fire, 
151695,BC,54.9517,-126.0277,2016,6,28,2016-06-28,0.2,N,Fire, 
151696,BC,54.2552999999999,-125.177,2015,7,20,2015-07-20,2.0,N,Fire, 
151697,BC,55.3269999999999,-126.4892,2015,6,16,2015-06-16,0.009,N,Fire, 
151698,BC,55.1678,-126.3137,2015,7,12,2015-07-12,0.009,N,Fire, 
151699,BC,55.0384,-126.4888,2015,7,20,2015-07-20,0.009,N,Fire, 
151700,BC,55.6683999999999,-126.7496,2019,5,21,2019-05-21,0.17,H,Fire, 
151701,BC,54.3248,-124.9638,2019,8,8,2019-08-08,2.0,H,Fire, 
151702,BC,54.6302999999999,-124.6807,2019,6,26,2019-06-26,0.009,H,Fire, 
151703,BC,54.3451999999999,-124.6076,2019,7,2,2019-07-02,0.009,N,Fire, 
151704,BC,54.7753,-124.5767,2019,8,7,2019-08-07,0.009,N,Fire, 
151705,BC,54.7197,-125.9072,2019,9,19,2019-09-19,0.009,N,Fire, 
151706,BC,55.3286,-126.4556,2019,5,2,2019-05-02,0.009,H,Fire, 
151707,BC,55.2875,-126.5924,2019,6,3,2019-06-03,0.1,H,Fire, 
151708,BC,54.9459999999999,-126.6236,2019,7,1,2019-07-01,0.009,N,Fire, 
151709,BC,54.4189,-128.6705,2015,7,2,2015-07-02,0.009,H,Fire, 
151710,BC,54.645,-128.673599999999,2015,7,9,2015-07-09,0.1,H,Fire, 
151711,BC,54.4988,-128.965399999999,2015,7,19,2015-07-19,0.009,H,Fire, 
151712,BC,54.4739,-128.5017,2015,8,11,2015-08-11,0.5,H,Fire, 
151713,BC,54.4682999999999,-128.5062,2016,6,18,2016-06-18,0.009,H,Fire, 
151714,BC,54.4645999999999,-127.8497,2016,7,16,2016-07-16,0.009,N,Fire, 
151715,BC,54.8166999999999,-128.3634,2016,7,18,2016-07-18,0.01,N,Fire, 
151716,BC,54.8883999999999,-128.833699999999,2016,8,2,2016-08-02,0.03,H,Fire, 
151717,BC,54.53,-128.439699999999,2016,8,14,2016-08-14,0.009,H,Fire, 
151718,BC,54.4140999999999,-128.535699999999,2016,8,15,2016-08-15,0.009,H,Fire, 
151719,BC,54.4198,-128.615,2016,8,17,2016-08-17,0.009,H,Fire, 
151720,BC,54.4189,-128.6704,2016,8,20,2016-08-20,0.009,H,Fire, 
151721,BC,54.4198,-128.615,2016,8,27,2016-08-27,0.009,H,Fire, 
151722,BC,55.2379,-128.048,2016,4,19,2016-04-19,0.6,H,Fire, 
151723,BC,55.2462,-128.051099999999,2016,4,21,2016-04-21,0.9,H,Fire, 
151724,BC,55.2802999999999,-128.0729,2016,4,21,2016-04-21,0.009,H,Fire, 
151725,BC,54.926,-128.4187,2016,7,14,2016-07-14,0.009,N,Fire, 
151726,BC,55.1296,-128.0886,2017,3,31,2017-03-31,6.0,H,Fire, 
151727,BC,55.0367,-127.3389,2015,5,10,2015-05-10,0.4,H,Fire, 
151728,BC,55.0837,-127.2806,2015,5,5,2015-05-05,0.009,N,Fire, 
151729,BC,55.0709,-127.4886,2015,7,20,2015-07-20,1.5,N,Fire, 
151730,BC,55.2434999999999,-128.0498,2015,4,9,2015-04-09,2.6,H,Fire, 
151731,BC,55.197,-127.6915,2015,4,22,2015-04-22,0.1,H,Fire, 
151732,BC,55.2830999999999,-128.011599999999,2015,5,15,2015-05-15,0.009,N,Fire, 
151733,BC,54.8699,-128.3683,2015,6,9,2015-06-09,0.009,H,Fire, 
151734,BC,54.99,-128.278899999999,2015,7,2,2015-07-02,0.009,H,Fire, 
151735,BC,55.2640999999999,-127.6323,2015,7,5,2015-07-05,0.009,H,Fire, 
151736,BC,55.1584,-127.7275,2015,7,1,2015-07-01,0.1,N,Fire, 
151737,BC,55.0424999999999,-128.279799999999,2015,7,8,2015-07-08,2.0,H,Fire, 
151738,BC,55.1052,-127.9789,2016,3,31,2016-03-31,0.9,H,Fire, 
151739,BC,54.5602,-128.6226,2015,4,9,2015-04-09,0.009,H,Fire, 
151740,BC,54.4791999999999,-128.657199999999,2015,5,25,2015-05-25,0.4,H,Fire, 
151741,BC,54.5726999999999,-128.705299999999,2015,6,9,2015-06-09,0.1,H,Fire, 
151742,BC,54.5232999999999,-128.568,2015,6,14,2015-06-14,0.15,H,Fire, 
151743,BC,54.9909,-127.3815,2019,6,26,2019-06-26,0.2,N,Fire, 
151744,BC,55.1997,-127.7236,2019,4,12,2019-04-12,14.6999999999999,H,Fire, 
151745,BC,55.2637,-127.614099999999,2019,4,20,2019-04-20,0.15,H,Fire, 
151746,BC,55.1161999999999,-128.0206,2019,5,5,2019-05-05,0.95,H,Fire, 
151747,BC,55.1799,-127.7196,2019,5,13,2019-05-13,0.1,H,Fire, 
151748,BC,55.015,-128.2501,2019,6,29,2019-06-29,0.1,U,Fire, 
151749,BC,55.0542999999999,-128.1029,2019,7,10,2019-07-10,0.009,N,Fire, 
151750,BC,55.1589999999999,-127.3354,2019,8,13,2019-08-13,0.031,N,Fire, 
151751,BC,54.4547999999999,-128.495399999999,2019,5,8,2019-05-08,0.15,H,Fire, 
151752,BC,54.8575,-128.784699999999,2019,5,29,2019-05-29,0.15,H,Fire, 
151753,BC,54.8528999999999,-128.948299999999,2019,6,26,2019-06-26,1.5,N,Fire, 
151754,BC,54.8442,-128.8228,2019,7,2,2019-07-02,0.009,H,Fire, 
151755,BC,54.9861,-128.9897,2019,7,8,2019-07-08,0.009,N,Fire, 
151756,BC,54.8147999999999,-128.2835,2019,7,9,2019-07-09,0.009,H,Fire, 
151757,BC,54.5527999999999,-128.4959,2019,7,22,2019-07-22,0.009,N,Fire, 
151758,BC,55.0822999999999,-128.9746,2019,8,29,2019-08-29,0.1,H,Fire, 
151759,BC,54.4812,-128.6602,2019,8,17,2019-08-17,0.15,H,Fire, 
151760,BC,54.8262,-127.9041,2018,5,20,2018-05-20,0.1,N,Fire, 
151761,BC,55.0240999999999,-127.3421,2018,8,4,2018-08-04,0.9,H,Fire, 
151762,BC,55.0675,-128.2314,2018,4,28,2018-04-28,12.3,H,Fire, 
151763,BC,55.1253999999999,-127.7808,2018,5,13,2018-05-13,0.5,H,Fire, 
151764,BC,55.075,-128.250599999999,2018,5,19,2018-05-19,0.05,N,Fire, 
151765,BC,55.0891999999999,-128.242099999999,2018,5,19,2018-05-19,0.1,N,Fire, 
151766,BC,55.3952,-128.327699999999,2018,6,20,2018-06-20,1.9,N,Fire, 
151767,BC,55.0698999999999,-127.9619,2018,6,20,2018-06-20,0.5,N,Fire, 
151768,BC,55.0803999999999,-128.2545,2018,6,20,2018-06-20,0.1,N,Fire, 
151769,BC,55.097,-128.223299999999,2018,6,20,2018-06-20,0.009,N,Fire, 
151770,BC,55.1756999999999,-127.9871,2018,6,20,2018-06-20,0.1,N,Fire, 
151771,BC,55.2595999999999,-128.0953,2018,6,20,2018-06-20,0.2,N,Fire, 
151772,BC,55.2700999999999,-128.1518,2018,6,20,2018-06-20,0.009,N,Fire, 
151773,BC,55.2935999999999,-127.8145,2018,6,20,2018-06-20,0.009,N,Fire, 
151774,BC,55.1771,-127.9933,2018,6,23,2018-06-23,0.15,N,Fire, 
151775,BC,55.0043,-128.3409,2018,7,14,2018-07-14,12.1,H,Fire, 
151776,BC,55.2597999999999,-128.033199999999,2018,7,27,2018-07-27,0.2,N,Fire, 
151777,BC,55.2038,-128.1227,2018,8,9,2018-08-09,357.0,N,Fire, 
151778,BC,55.1017,-128.1434,2018,8,13,2018-08-13,0.1,H,Fire, 
151779,BC,54.9093,-128.3796,2018,8,13,2018-08-13,0.009,H,Fire, 
151780,BC,55.3654999999999,-127.830699999999,2018,10,2,2018-10-02,14.1999999999999,H,Fire, 
151781,BC,54.6238999999999,-128.6421,2018,6,10,2018-06-10,0.009,H,Fire, 
151782,BC,54.7710999999999,-128.737799999999,2018,6,21,2018-06-21,0.009,N,Fire, 
151783,BC,54.6756,-127.9303,2018,7,26,2018-07-26,868.7,N,Fire, 
151784,BC,54.4915999999999,-128.5556,2018,9,27,2018-09-27,0.005,H,Fire, 
151785,BC,54.5268,-128.504899999999,2018,10,2,2018-10-02,0.009,H,Fire, 
151786,BC,54.4331,-128.599799999999,2018,10,4,2018-10-04,0.009,H,Fire, 
151787,BC,54.8487999999999,-128.9238,2018,10,4,2018-10-04,2.7,H,Fire, 
151788,BC,54.4577999999999,-128.544999999999,2018,10,5,2018-10-05,0.009,H,Fire, 
151789,BC,55.25,-120.0185,2016,4,18,2016-04-18,18.0,H,Fire, 
151790,BC,54.2805,-121.996,2017,5,30,2017-05-30,0.009,N,Fire, 
151791,BC,54.3564999999999,-122.3441,2017,7,26,2017-07-26,0.009,N,Fire, 
151792,BC,54.3365,-122.350399999999,2017,7,7,2017-07-07,0.009,N,Fire, 
151793,BC,54.0161,-121.7574,2017,8,2,2017-08-02,0.3,N,Fire, 
151794,BC,54.1118,-122.0641,2015,4,12,2015-04-12,0.009,H,Fire, 
151795,BC,54.1236999999999,-122.0173,2015,5,12,2015-05-12,0.1,H,Fire, 
151796,BC,55.1379999999999,-122.9354,2015,5,21,2015-05-21,0.4,N,Fire, 
151797,BC,55.0521999999999,-122.9616,2015,6,14,2015-06-14,0.1,N,Fire, 
151798,BC,55.1415,-122.9889,2015,6,29,2015-06-29,0.009,N,Fire, 
151799,BC,55.1756,-122.7877,2016,5,12,2016-05-12,0.009,H,Fire, 
151800,BC,54.1154,-122.053299999999,2016,4,17,2016-04-17,0.009,H,Fire, 
151801,BC,54.1173,-121.9434,2016,4,19,2016-04-19,14.0,H,Fire, 
151802,BC,54.1300999999999,-122.4472,2016,6,2,2016-06-02,0.009,N,Fire, 
151803,BC,54.4735,-122.1883,2016,6,30,2016-06-30,0.009,N,Fire, 
151804,BC,54.3025999999999,-122.051199999999,2016,7,16,2016-07-16,0.009,N,Fire, 
151805,BC,54.0114,-122.282799999999,2016,9,4,2016-09-04,0.009,H,Fire, 
151806,BC,54.088,-121.7851,2015,5,19,2015-05-19,0.009,N,Fire, 
151807,BC,54.3521,-122.3745,2015,5,22,2015-05-22,0.009,N,Fire, 
151808,BC,54.395,-122.08,2015,5,27,2015-05-27,0.1,N,Fire, 
151809,BC,53.8909999999999,-121.7033,2015,5,24,2015-05-24,0.1,N,Fire, 
151810,BC,54.0486999999999,-122.3698,2019,5,10,2019-05-10,2.0,H,Fire, 
151811,BC,54.075,-121.8646,2019,5,12,2019-05-12,0.5,U,Fire, 
151812,BC,54.9209999999999,-122.8639,2019,6,15,2019-06-15,2.7,N,Fire, 
151813,BC,54.0022999999999,-122.4609,2019,6,29,2019-06-29,0.02,N,Fire, 
151814,BC,54.139,-122.3329,2019,7,21,2019-07-21,0.009,N,Fire, 
151815,BC,54.0296,-122.360699999999,2019,9,8,2019-09-08,0.009,H,Fire, 
151828,BC,53.3012,-122.6894,2017,4,29,2017-04-29,0.009,H,Fire, 
151829,BC,53.3511,-122.6203,2017,5,7,2017-05-07,23.3,H,Fire, 
151830,BC,54.0210999999999,-122.4976,2017,5,21,2017-05-21,0.009,H,Fire, 
151831,BC,54.3061999999999,-122.6243,2017,5,23,2017-05-23,0.009,H,Fire, 
151832,BC,54.0377999999999,-123.206,2017,5,22,2017-05-22,0.009,H,Fire, 
151833,BC,53.7762,-123.2972,2017,6,1,2017-06-01,0.009,N,Fire, 
151834,BC,54.2886999999999,-122.5103,2017,5,5,2017-05-05,0.2,N,Fire, 
151835,BC,54.1409,-123.363699999999,2017,6,1,2017-06-01,63.7,N,Fire, 
151836,BC,54.0662999999999,-122.4157,2017,6,15,2017-06-15,0.009,H,Fire, 
151837,BC,53.9838999999999,-123.2198,2017,6,22,2017-06-22,2.9,H,Fire, 
151838,BC,53.9889,-122.8772,2017,6,29,2017-06-29,0.2,H,Fire, 
151839,BC,53.8688,-123.0919,2017,7,2,2017-07-02,0.009,N,Fire, 
151840,BC,53.6897999999999,-123.0613,2017,7,7,2017-07-07,0.009,N,Fire, 
151841,BC,53.7197999999999,-123.056299999999,2017,7,7,2017-07-07,0.009,N,Fire, 
151842,BC,53.6606,-123.1363,2017,7,7,2017-07-07,1.2,N,Fire, 
151843,BC,53.2447,-122.5258,2017,7,7,2017-07-07,0.5,N,Fire, 
151844,BC,53.9915999999999,-122.8632,2017,7,7,2017-07-07,0.009,N,Fire, 
151845,BC,53.9583,-122.8618,2017,7,2,2017-07-02,0.009,N,Fire, 
151846,BC,54.0401,-122.8841,2017,7,7,2017-07-07,0.02,N,Fire, 
151847,BC,54.3935,-122.9143,2017,7,7,2017-07-07,97.9,N,Fire, 
151848,BC,53.7884,-123.0458,2017,7,7,2017-07-07,8.9,N,Fire, 
151849,BC,54.8577,-123.2306,2017,7,7,2017-07-07,60.2,N,Fire, 
151850,BC,53.9945,-122.8824,2017,7,7,2017-07-07,0.009,N,Fire, 
151851,BC,54.4162,-123.0926,2017,7,12,2017-07-12,0.99,N,Fire, 
151852,BC,54.5985,-123.1596,2017,7,7,2017-07-07,0.33,N,Fire, 
151853,BC,54.7072,-123.09,2017,7,7,2017-07-07,0.2,N,Fire, 
151854,BC,54.8061,-123.3433,2017,7,18,2017-07-18,11.8,H,Fire, 
151855,BC,54.648,-123.1435,2017,7,7,2017-07-07,1.1,N,Fire, 
151856,BC,54.3224999999999,-122.8296,2017,7,7,2017-07-07,0.004,N,Fire, 
151857,BC,54.0871,-122.7871,2017,7,7,2017-07-07,0.002,N,Fire, 
151858,BC,53.7999999999999,-122.3167,2017,7,12,2017-07-12,0.8,N,Fire, 
151859,BC,53.8804999999999,-122.990399999999,2017,7,15,2017-07-15,0.009,H,Fire, 
151860,BC,53.9955,-122.8742,2017,7,9,2017-07-09,0.009,N,Fire, 
151861,BC,54.639,-123.1448,2017,7,7,2017-07-07,0.009,N,Fire, 
151862,BC,54.6708,-123.5626,2017,7,13,2017-07-13,0.7,N,Fire, 
151863,BC,53.9299,-123.176599999999,2017,7,22,2017-07-22,0.5,N,Fire, 
151864,BC,53.7897,-122.3068,2017,7,15,2017-07-15,0.025,N,Fire, 
151865,BC,53.8573,-122.3338,2017,7,7,2017-07-07,0.1,N,Fire, 
151866,BC,54.0388999999999,-123.3083,2017,7,30,2017-07-30,0.1,H,Fire, 
151867,BC,53.9307,-122.9375,2017,8,3,2017-08-03,0.009,H,Fire, 
151868,BC,54.2490999999999,-123.120099999999,2017,7,29,2017-07-29,0.12,N,Fire, 
151869,BC,54.2396999999999,-123.1861,2017,7,29,2017-07-29,5.2,N,Fire, 
151870,BC,54.6223,-122.8652,2017,7,22,2017-07-22,0.1,N,Fire, 
151871,BC,54.2374,-123.0128,2017,7,7,2017-07-07,0.03,N,Fire, 
151872,BC,53.7483999999999,-122.8978,2017,8,9,2017-08-09,0.009,H,Fire, 
151873,BC,53.9303999999999,-123.013099999999,2017,8,12,2017-08-12,0.5,N,Fire, 
151874,BC,54.1,-122.804599999999,2017,7,26,2017-07-26,0.1,N,Fire, 
151875,BC,52.6428,-122.5065,2016,3,31,2016-03-31,1.0,H,Fire, 
151876,BC,52.56,-122.4842,2016,4,2,2016-04-02,8.0,H,Fire, 
151877,BC,52.5161,-122.4508,2016,4,8,2016-04-08,0.58,H,Fire, 
151878,BC,52.5150999999999,-122.4509,2016,4,8,2016-04-08,0.5,H,Fire, 
151879,BC,52.9587,-122.6574,2016,5,20,2016-05-20,0.009,H,Fire, 
151880,BC,52.59,-122.5002,2016,6,29,2016-06-29,0.009,N,Fire, 
151881,BC,53.2749999999999,-122.741699999999,2016,8,2,2016-08-02,0.2,N,Fire, 
151882,BC,53.9440999999999,-123.879499999999,2017,4,28,2017-04-28,0.009,H,Fire, 
151883,BC,53.6092,-123.6682,2017,7,8,2017-07-08,180.0,N,Fire, 
151884,BC,53.9065,-123.9916,2017,7,8,2017-07-08,0.0,H,Fire, 
151885,BC,53.8723999999999,-123.6429,2017,8,11,2017-08-11,0.009,H,Fire, 
151886,BC,53.8855999999999,-123.641499999999,2017,8,12,2017-08-12,0.009,N,Fire, 
151887,BC,53.9065999999999,-123.7622,2017,8,20,2017-08-20,0.009,H,Fire, 
151888,BC,53.9369,-123.8587,2017,9,11,2017-09-11,0.009,H,Fire, 
151889,BC,54.209,-123.8047,2017,6,25,2017-06-25,3.7,N,Fire, 
151890,BC,54.5388999999999,-123.7748,2017,9,9,2017-09-09,0.05,N,Fire, 
151891,BC,54.3515,-124.0438,2017,10,3,2017-10-03,0.008,U,Fire, 
151892,BC,53.7254999999999,-123.1322,2015,4,13,2015-04-13,0.05,H,Fire, 
151893,BC,53.9418999999999,-122.9109,2015,4,20,2015-04-20,0.2,H,Fire, 
151894,BC,54.2483,-122.6088,2015,4,26,2015-04-26,0.1,H,Fire, 
151895,BC,53.9378,-122.9614,2015,4,28,2015-04-28,0.009,H,Fire, 
151896,BC,54.0651,-122.9949,2015,5,1,2015-05-01,0.009,H,Fire, 
151897,BC,53.6908999999999,-123.4334,2015,5,8,2015-05-08,25000.0,H,Fire, 
151898,BC,53.8744999999999,-122.5557,2015,5,9,2015-05-09,0.6,H,Fire, 
151899,BC,54.0871,-122.8553,2015,5,12,2015-05-12,0.1,H,Fire, 
151900,BC,53.7453,-122.477,2015,5,15,2015-05-15,0.2,N,Fire, 
151901,BC,54.0745,-122.9092,2015,7,11,2015-07-11,0.009,H,Fire, 
151902,BC,53.2839999999999,-122.5634,2015,7,19,2015-07-19,0.009,H,Fire, 
151903,BC,54.5322999999999,-122.9989,2015,7,20,2015-07-20,0.009,N,Fire, 
151904,BC,53.9990999999999,-123.2426,2015,7,20,2015-07-20,0.001,N,Fire, 
151905,BC,54.0557,-122.9447,2015,7,23,2015-07-23,0.3,H,Fire, 
151906,BC,53.8742999999999,-122.5535,2015,7,24,2015-07-24,0.009,H,Fire, 
151907,BC,54.2646,-122.7805,2015,7,22,2015-07-22,0.04,N,Fire, 
151908,BC,54.2685999999999,-122.982699999999,2015,7,20,2015-07-20,0.1,N,Fire, 
151909,BC,53.8269999999999,-122.3372,2015,7,20,2015-07-20,0.04,N,Fire, 
151910,BC,54.5364999999999,-122.9415,2015,7,20,2015-07-20,0.05,N,Fire, 
151911,BC,54.7796,-123.3954,2015,7,20,2015-07-20,0.4,N,Fire, 
151912,BC,54.1565,-123.3721,2015,9,12,2015-09-12,0.009,H,Fire, 
151913,BC,53.7531,-122.5044,2016,3,16,2016-03-16,0.009,H,Fire, 
151914,BC,53.8691,-123.358999999999,2016,3,20,2016-03-20,0.009,H,Fire, 
151915,BC,53.8312999999999,-123.6622,2015,5,9,2015-05-09,0.4,H,Fire, 
151916,BC,53.9254,-123.552899999999,2015,5,21,2015-05-21,0.009,N,Fire, 
151917,BC,53.8823,-123.8771,2015,7,20,2015-07-20,0.009,N,Fire, 
151918,BC,54.1511,-124.3297,2015,8,5,2015-08-05,0.009,H,Fire, 
151919,BC,53.9487999999999,-123.8496,2015,8,24,2015-08-24,0.3,H,Fire, 
151920,BC,54.1617,-123.7609,2015,8,28,2015-08-28,1.4,N,Fire, 
151921,BC,54.5720999999999,-124.3001,2015,8,8,2015-08-08,0.1,N,Fire, 
151922,BC,54.7447999999999,-124.0818,2015,8,19,2015-08-19,0.009,H,Fire, 
151923,BC,53.8881,-123.4666,2016,6,5,2016-06-05,0.009,H,Fire, 
151924,BC,53.927,-123.7253,2016,6,5,2016-06-05,0.009,H,Fire, 
151925,BC,53.8868,-124.004499999999,2016,6,6,2016-06-06,0.15,H,Fire, 
151926,BC,53.8648,-123.956999999999,2016,9,14,2016-09-14,0.009,H,Fire, 
151927,BC,54.3635999999999,-124.2822,2016,5,12,2016-05-12,0.009,H,Fire, 
151928,BC,54.5003,-124.3065,2016,8,5,2016-08-05,0.3,N,Fire, 
151929,BC,55.0852999999999,-123.028499999999,2016,6,24,2016-06-24,0.009,N,Fire, 
151930,BC,53.9602,-122.919,2016,3,9,2016-03-09,0.009,H,Fire, 
151931,BC,53.9348999999999,-122.706599999999,2016,4,15,2016-04-15,0.94,H,Fire, 
151932,BC,53.9925,-122.7585,2016,4,18,2016-04-18,4.1,H,Fire, 
151933,BC,53.8556,-123.1242,2016,4,18,2016-04-18,0.009,H,Fire, 
151934,BC,53.9324,-122.9542,2016,5,1,2016-05-01,0.009,H,Fire, 
151935,BC,52.7625,-122.1541,2015,4,13,2015-04-13,0.8,H,Fire, 
151936,BC,52.6165999999999,-122.4574,2015,5,4,2015-05-04,0.2,H,Fire, 
151937,BC,53.0471999999999,-122.4501,2015,5,19,2015-05-19,0.2,N,Fire, 
